muito,6.14450397
sobre,6.29898955
mesmo,6.57936252
todos,6.59504836
ainda,6.66472722
entre,6.72752719
fazer,6.75933821
paulo,6.82881895
minha,6.91198342
tempo,6.92538394
assim,6.99087714
agora,7.10204989
mundo,7.11375139
forma,7.23146339
parte,7.25899351
estão,7.34388898
foram,7.36008643
todas,7.42474201
então,7.44313292
maior,7.45149933
disse,7.45955521
feira,7.46831095
nossa,7.47834263
outro,7.51706736
nosso,7.51773829
tenho,7.56928312
menos,7.60235655
vezes,7.60289542
antes,7.60808417
sendo,7.61372281
podem,7.62758532
estou,7.63618274
pouco,7.64097261
desde,7.65434049
saúde,7.70457102
nunca,7.73249572
coisa,7.73645587
tinha,7.76843207
livro,7.81214557
estar,7.81275192
hotel,7.82231773
neste,7.82263180
pelos,7.82419089
outra,7.83315394
final,7.84084965
conta,7.84595722
saber,7.85800805
grupo,7.86162170
lugar,7.86762550
homem,7.88690416
gente,7.91037014
deste,7.92092867
poder,7.93672848
dizer,7.95470898
geral,7.96370528
noite,7.99056082
desta,7.99301101
tanto,7.99720790
dados,8.00324919
filme,8.00647974
preço,8.00909496
jogos,8.03614721
local,8.03844178
ficar,8.06517771
valor,8.06818432
quero,8.07741803
nesta,8.08026814
mesma,8.10026699
horas,8.10155026
quase,8.10369953
temos,8.10806359
curso,8.14311814
vamos,8.14633663
corpo,8.14816195
seria,8.18415785
ponto,8.20239318
falar,8.20806082
vocês,8.21837452
março,8.22057058
disso,8.22113854
abril,8.22146032
filho,8.23297854
julho,8.23874448
volta,8.25620910
terra,8.26242214
feito,8.26977402
jesus,8.27172074
pelas,8.29214137
ficou,8.29781259
junho,8.29964993
algum,8.30267817
texto,8.32052757
meses,8.32081158
nesse,8.32450764
maria,8.32497758
esses,8.33591186
santa,8.33671741
vista,8.33962012
dessa,8.34445251
tenha,8.34627105
novos,8.36249353
falta,8.36398204
série,8.36496549
serão,8.36987720
campo,8.37713155
claro,8.37735169
vídeo,8.37895720
ajuda,8.38355133
desse,8.39017895
porém,8.39789594
quais,8.40299867
carro,8.40307627
essas,8.40994263
tarde,8.43636862
total,8.43741821
lista,8.43815011
venda,8.44900436
certo,8.44942776
super,8.45136297
usado,8.45852877
nível,8.46123527
porto,8.46984346
busca,8.47800098
novas,8.47913176
havia,8.48540930
gosto,8.48753913
devem,8.49477434
papel,8.49518923
feliz,8.49569198
norte,8.51073047
fácil,8.51396930
linha,8.51664392
frete,8.53148677
estes,8.53485104
amigo,8.54137217
força,8.55524741
olhos,8.56061945
idade,8.56258444
cerca,8.57635760
causa,8.58431156
dicas,8.58712272
livre,8.58771424
fonte,8.58888528
criar,8.59017449
festa,8.59129359
morte,8.59957340
posso,8.60639713
silva,8.61664249
marca,8.63180345
favor,8.63221390
plano,8.63855651
apoio,8.65100775
manhã,8.66003616
época,8.66109054
fosse,8.66469698
acima,8.67134236
junto,8.67205980
santo,8.67840382
deles,8.68442518
forte,8.68478739
longo,8.69276261
cinco,8.69682802
perto,8.70227369
legal,8.70731056
sexta,8.71439731
tendo,8.71557469
fazem,8.71844281
atrás,8.71883967
autor,8.72008378
porta,8.72030428
linda,8.72196255
passa,8.73454615
caixa,8.73600911
peças,8.73829335
único,8.74283493
ações,8.74366817
civil,8.74642488
casos,8.75671904
praia,8.75960120
nessa,8.76308274
prova,8.76818730
natal,8.77481875
banco,8.78100906
passo,8.78248371
minas,8.78314351
somos,8.78392824
clube,8.78679754
banda,8.79036200
lindo,8.79217921
áreas,8.79820170
ordem,8.79854011
prazo,8.83528611
feita,8.83700494
baixo,8.83856471
fundo,8.84636864
comum,8.85180413
obras,8.85556897
viver,8.86179665
levar,8.86483092
menor,8.86875810
deixa,8.87192415
cores,8.88241482
estas,8.88619049
fórum,8.88863017
vagas,8.89889881
jovem,8.90096615
única,8.91074035
visão,8.91232569
preto,8.92447234
deixe,8.92726540
risco,8.92943114
serem,8.93077187
verde,8.93631700
redes,8.94575059
sejam,8.95309046
ontem,8.96150428
média,8.96311661
ideia,8.96436840
atual,8.97421671
ouvir,8.97524111
possa,8.99226138
razão,8.99495470
opção,9.00521771
trata,9.00855428
olhar,9.01877627
visto,9.01901575
casas,9.01997780
médio,9.02075947
chega,9.02820944
setor,9.03822941
tomar,9.03895531
união,9.04986295
teria,9.05065332
costa,9.06208735
jogar,9.06461490
mudar,9.07817797
obter,9.07840735
tipos,9.08629068
dando,9.09828031
email,9.10347144
achei,9.10441749
jeito,9.11690368
leite,9.11704231
terça,9.12776679
ideal,9.13219118
massa,9.15461740
amiga,9.15744031
saiba,9.16294663
longe,9.17327812
custo,9.18043162
pagar,9.19213415
sonho,9.19236772
tirar,9.19938001
reais,9.20416940
bahia,9.22018199
basta,9.22116083
filha,9.22193095
sites,9.23266841
rádio,9.23337509
ótimo,9.23501249
gosta,9.24097726
faixa,9.25173648
torna,9.25503455
verão,9.27162061
crise,9.27211001
houve,9.27779038
casal,9.27809470
velho,9.28071481
certa,9.28667545
mente,9.29602779
graça,9.30703767
sabia,9.31005061
globo,9.31091881
votos,9.31217690
comer,9.31282547
abrir,9.31509630
video,9.31728000
igual,9.34948209
chave,9.35046903
sinto,9.36084676
capaz,9.36155741
troca,9.36260600
breve,9.36412052
adoro,9.36493974
corte,9.37068368
sorte,9.37416702
renda,9.37572251
motor,9.37727426
saída,9.38244714
crime,9.38356515
andar,9.38914070
banho,9.38940212
delas,9.39210264
nomes,9.39799544
enfim,9.39959565
baixa,9.40020104
cargo,9.40703571
roupa,9.41252778
tiver,9.41569488
serra,9.41657473
acaba,9.41714181
ficam,9.42099229
carta,9.42924507
turma,9.43017032
ambos,9.43745138
bolsa,9.43910722
segue,9.44166030
sinal,9.44744856
jogue,9.44933625
disco,9.46339873
teste,9.46380268
temas,9.46489042
canal,9.46606252
reino,9.46630371
idéia,9.46985361
dizem,9.47159860
irmão,9.47688575
pedir,9.47698393
fique,9.47868283
carne,9.48619587
termo,9.49398483
chuva,9.49414611
álbum,9.49712060
jorge,9.49921163
folha,9.50018233
rosto,9.50463755
parar,9.50940720
líder,9.51613209
artes,9.53896439
vindo,9.53902737
falou,9.55382948
chama,9.55964480
praça,9.56335139
barra,9.56490897
sabem,9.57507830
perda,9.58435242
mídia,9.59278860
aluno,9.59483396
exame,9.59638476
beijo,9.60600277
podia,9.61044774
vento,9.61216438
meios,9.61821378
etapa,9.62229485
pegar,9.62576583
chefe,9.63236848
vidas,9.63464939
itens,9.63625331
andré,9.64364531
erros,9.64653633
china,9.64689537
levou,9.64709137
longa,9.65182364
monte,9.65279234
cheio,9.66091965
vendo,9.66341725
resto,9.66420462
queda,9.67212722
carga,9.67426326
pedra,9.68096672
serve,9.68633637
vinho,9.68771831
fatos,9.69546891
daqui,9.69743318
light,9.69874465
águas,9.70186732
torno,9.70376466
haver,9.70875757
posts,9.70903539
envio,9.70965173
dança,9.71325631
fazia,9.72057180
ganha,9.72180237
vidro,9.72365257
extra,9.72585679
venha,9.72651615
notas,9.73063456
check,9.73103117
entra,9.73335887
lazer,9.73420605
museu,9.73710888
clima,9.74018457
aliás,9.74202963
achar,9.74267553
lendo,9.74390418
seres,9.74968719
dupla,9.75252090
ferro,9.75566305
paris,9.75667007
rural,9.75884531
placa,9.76247980
taxas,9.76499316
ciclo,9.76616455
senha,9.76722427
oeste,9.76876581
clara,9.77683234
posto,9.77770004
gomes,9.78426767
preso,9.78610253
sério,9.78650224
letra,9.79160651
marco,9.79974858
calor,9.79991045
velha,9.80845863
cheia,9.81307512
frase,9.81449186
bruno,9.81621886
úteis,9.82764205
preta,9.83117266
salão,9.83486728
fomos,9.84133732
moral,9.85134881
ponta,9.85467845
prata,9.85889391
sente,9.86131356
humor,9.86288639
metal,9.87432900
goiás,9.87617590
botão,9.88084399
penso,9.88393080
canto,9.88607449
terão,9.89093338
toque,9.89116507
armas,9.90715848
dieta,9.90771730
órgão,9.91057084
curto,9.91255314
culpa,9.91886856
palco,9.91954183
pensa,9.92386634
ceará,9.92671301
lucas,9.92688316
padre,9.92748445
matar,9.93150489
penal,9.93250484
criou,9.93778587
ética,9.93926562
rocha,9.94836611
datas,9.95345678
facto,9.95983308
paula,9.96933068
ponte,9.97054849
negro,9.97267696
nisso,9.97612037
terem,9.98183086
curta,9.98493744
morto,9.99101474
tenta,9.99356872
grave,9.99555861
tocar,9.99764577
solar,10.0093098
mudou,10.0106815
couro,10.0142790
redor,10.0182454
ritmo,10.0208332
seção,10.0247400
aviso,10.0296139
pediu,10.0368336
custa,10.0376982
japão,10.0392326
atriz,10.0433284
cópia,10.0508691
áudio,10.0527650
creme,10.0560153
porno,10.0581230
bloco,10.0734512
negra,10.0742259
forno,10.0764336
valeu,10.0771170
passe,10.0774954
dizia,10.0788151
regra,10.0805892
lança,10.0838572
samba,10.0865964
peixe,10.0888407
pasta,10.0925313
ajude,10.0953586
posse,10.0960955
black,10.1022562
faria,10.1024160
viram,10.1033968
lopes,10.1061051
login,10.1141195
perde,10.1279681
unhas,10.1310367
dores,10.1312788
vinte,10.1398984
pobre,10.1415026
ampla,10.1419811
senti,10.1478503
sabor,10.1526095
gerar,10.1629686
vivem,10.1701316
peito,10.1717041
rapaz,10.1780359
fluxo,10.1796062
cento,10.1806833
beira,10.1826454
avião,10.1859229
ficha,10.1864370
caras,10.1876721
rodas,10.1901933
poeta,10.1958108
exige,10.1966739
areia,10.1982482
ramos,10.2029206
fator,10.2052557
anexo,10.2053890
prato,10.2116318
micro,10.2129332
ligar,10.2146438
pista,10.2153656
anual,10.2154707
arroz,10.2190734
achou,10.2225212
povos,10.2227123
limpo,10.2242578
creio,10.2277912
justo,10.2408470
bater,10.2415042
braço,10.2415965
envie,10.2425859
forem,10.2564223
lidar,10.2583927
honra,10.2584522
leste,10.2593229
tênis,10.2611467
senão,10.2638139
conto,10.2648488
doces,10.2704782
braga,10.2734189
cunha,10.2737241
nação,10.2742490
pouca,10.2767904
norma,10.2803884
abriu,10.2842463
falei,10.2865198
vemos,10.2892525
bomba,10.2902489
acaso,10.2953673
vírus,10.3003730
manda,10.3014041
altos,10.3087119
molho,10.3119314
lutar,10.3122697
greve,10.3137052
virou,10.3148799
pinto,10.3149782
falam,10.3155653
vasco,10.3163023
deram,10.3193991
atuar,10.3195556
calma,10.3211316
invés,10.3294721
poema,10.3347222
ajudá,10.3362119
fruto,10.3378699
https,10.3407858
anjos,10.3460078
morre,10.3503326
ganhe,10.3529704
ativa,10.3532902
recém,10.3547672
devia,10.3559889
acham,10.3583382
sousa,10.3598432
lucro,10.3598965
fraco,10.3678397
lavar,10.3686913
noiva,10.3696921
ondas,10.3717830
porte,10.3755031
bento,10.3800058
mário,10.3818525
beber,10.3827329
chico,10.3843216
sítio,10.3851140
surge,10.3859810
flash,10.3867204
ambas,10.3902056
metas,10.3939592
prima,10.3944406
golpe,10.3950616
ativo,10.3955258
calça,10.3979936
móvel,10.3998389
deixo,10.4053504
plena,10.4054027
tente,10.4080368
dedos,10.4098500
pense,10.4104932
pleno,10.4164797
merda,10.4167592
loira,10.4173695
barco,10.4176366
tinta,10.4211258
dever,10.4256475
pesca,10.4262687
moeda,10.4295227
vigor,10.4300453
belas,10.4349852
fugir,10.4436622
sócio,10.4459608
puder,10.4463589
vinha,10.4476260
subir,10.4482387
salto,10.4524599
tomou,10.4531461
aonde,10.4598322
corre,10.4611668
noção,10.4616470
sofre,10.4643341
reúne,10.4656286
unido,10.4684746
duplo,10.4687487
magia,10.4756691
vazio,10.4764601
vossa,10.4817360
papai,10.4818502
multa,10.4819798
cinza,10.4840410
milho,10.4905758
louco,10.4947869
virar,10.4956257
louca,10.4989728
turno,10.4999255
banca,10.5053815
índia,10.5084135
vejam,10.5090720
senso,10.5165278
salvo,10.5167211
torre,10.5182683
metro,10.5189365
belém,10.5218471
suíte,10.5254910
levam,10.5311635
amplo,10.5340444
ouviu,10.5380249
venho,10.5385666
vinda,10.5413565
vende,10.5481944
morar,10.5485887
nobre,10.5494004
votar,10.5502890
coroa,10.5549345
almas,10.5550007
limpa,10.5550566
culto,10.5578231
neves,10.5619712
inter,10.5642356
firme,10.5659460
temer,10.5670401
falha,10.5714786
parto,10.5750822
césar,10.5767873
amado,10.5771119
ganho,10.5781032
mamãe,10.5809774
luzes,10.5873766
drama,10.5892214
arena,10.5906138
fases,10.5913902
media,10.5967008
autos,10.5996010
volte,10.6007673
prevê,10.6013369
limão,10.6016984
soube,10.6022244
herói,10.6053576
sport,10.6060838
droga,10.6084920
raiva,10.6090157
larga,10.6094034
bolso,10.6110483
casar,10.6117940
nunes,10.6138037
alice,10.6169170
juízo,10.6186273
pegou,10.6273900
junta,10.6297229
adora,10.6298954
resta,10.6341540
disto,10.6369506
morro,10.6379536
jeans,10.6408888
lição,10.6413176
bispo,10.6466028
perca,10.6497700
vivos,10.6519374
colar,10.6646141
diria,10.6669569
vosso,10.6672997
assis,10.6717131
moura,10.6734087
lagoa,10.6752964
graus,10.6753883
elite,10.6758361
trama,10.6854701
mouse,10.6857116
tampa,10.6939646
metrô,10.6941756
diabo,10.6946906
parou,10.6947033
baixe,10.6955530
perdi,10.6967843
sinta,10.7030704
suave,10.7053614
piauí,10.7080824
chile,10.7109964
porra,10.7112731
infra,10.7150248
largo,10.7165334
briga,10.7197440
façam,10.7265590
drive,10.7274871
pizza,10.7303678
citar,10.7377472
cobre,10.7379370
vimos,10.7434456
vozes,10.7471503
looks,10.7475034
ácido,10.7476063
pauta,10.7497947
missa,10.7545380
lance,10.7610972
navio,10.7623780
fibra,10.7647794
ilhas,10.7660880
trigo,10.7671653
nariz,10.7715915
blusa,10.7805395
lutas,10.7840832
nasce,10.7843462
jogou,10.7847466
manga,10.7866427
cobra,10.7913546
pires,10.7925995
russo,10.7955496
celso,10.7961327
egito,10.8054663
lesão,10.8078634
tirou,10.8188881
falso,10.8231445
bunda,10.8247984
febre,10.8261608
farol,10.8285827
capas,10.8291909
justa,10.8332343
óbvio,10.8402443
viveu,10.8477255
abuso,10.8501232
raios,10.8525779
junte,10.8530976
nuvem,10.8573922
canta,10.8603077
vence,10.8606675
anime,10.8613302
radio,10.8636020
grego,10.8694176
lúcia,10.8723589
fiéis,10.8790310
ligue,10.8799123
podes,10.8802066
perna,10.8814084
pague,10.8856095
macho,10.8883292
clipe,10.8899036
viana,10.8919309
laser,10.8930917
ultra,10.8941861
bordo,10.8993672
bicho,10.8996760
amada,10.9049092
fizer,10.9078440
conte,10.9084218
tiros,10.9098539
roubo,10.9174967
fruta,10.9219999
bolas,10.9226338
bateu,10.9288562
lápis,10.9295206
volto,10.9301853
valer,10.9309350
chato,10.9333445
negar,10.9342438
optar,10.9365380
piada,10.9374037
leves,10.9422132
verbo,10.9454688
forró,10.9458147
notar,10.9462658
cabos,10.9500120
batom,10.9531256
chapa,10.9539914
modos,10.9570328
adeus,10.9572568
abreu,10.9580001
presa,10.9588567
salve,10.9627595
alemã,10.9630854
grade,10.9642519
irmãs,10.9646355
pares,10.9776194
reduz,10.9792692
mexer,10.9800629
salva,10.9801495
tento,10.9864854
fecha,10.9866118
gasto,10.9875401
saldo,10.9906844
lenda,10.9918836
ocupa,10.9945690
suíça,10.9960345
falsa,10.9964617
apelo,10.9970307
choro,10.9985935
estás,11.0021213
atras,11.0023653
matou,11.0055501
tweet,11.0061883
pegue,11.0064637
varia,11.0117814
stock,11.0221280
marte,11.0232519
júlio,11.0233809
vapor,11.0262972
curva,11.0278201
malas,11.0308505
daria,11.0319709
morta,11.0321800
subiu,11.0322034
pagos,11.0357750
olhou,11.0452319
pátio,11.0507718
berço,11.0508987
tende,11.0520759
gripe,11.0526707
afins,11.0527558
piano,11.0535271
ossos,11.0582212
gesto,11.0590561
dólar,11.0614896
evite,11.0706228
tesão,11.0713490
porem,11.0749463
marta,11.0773117
seios,11.0789294
diogo,11.0823459
grito,11.0845636
ícone,11.0846445
penas,11.0867228
corda,11.0869401
vital,11.0902403
motel,11.0949397
primo,11.0968164
suite,11.0976771
joana,11.1005948
rever,11.1006162
color,11.1013371
atuam,11.1020407
cupom,11.1024929
ombro,11.1073811
circo,11.1105726
torne,11.1154511
coral,11.1170639
malha,11.1172020
laura,11.1209623
lento,11.1224319
verso,11.1267766
idoso,11.1268194
fogão,11.1270053
gases,11.1291369
fraca,11.1293416
frota,11.1319266
tomei,11.1338692
mauro,11.1394869
expor,11.1395203
touch,11.1404706
laços,11.1416204
andam,11.1418153
mania,11.1422163
opera,11.1438406
mande,11.1468876
freio,11.1478474
ruins,11.1485358
turnê,11.1514968
green,11.1554061
multi,11.1574617
trono,11.1610832
meias,11.1621822
terei,11.1674393
êxito,11.1687060
goste,11.1703203
neles,11.1703343
guias,11.1707278
tirei,11.1707661
lemos,11.1732519
dente,11.1774930
velas,11.1802432
duque,11.1827474
bacia,11.1842421
golfe,11.1853915
vivia,11.1863411
doses,11.1917271
medir,11.1935699
baile,11.1944252
casca,11.1954331
serie,11.1962939
mover,11.2017762
conde,11.2070051
posta,11.2084052
opala,11.2098537
cuida,11.2108108
afeta,11.2132209
prado,11.2148113
odeio,11.2192610
digno,11.2225430
bando,11.2365205
aéreo,11.2377863
tocou,11.2387568
bônus,11.2388895
turbo,11.2396188
ervas,11.2403076
tecla,11.2425016
lente,11.2439454
click,11.2473841
árabe,11.2510547
share,11.2510990
dobro,11.2547292
copos,11.2549793
cesta,11.2551295
porco,11.2575458
pausa,11.2583711
usava,11.2612400
pacto,11.2619060
vício,11.2643304
grato,11.2652751
meter,11.2656600
fusão,11.2686570
ruído,11.2694252
fumar,11.2723345
exato,11.2726146
jóias,11.2732147
cruel,11.2737216
altar,11.2740785
evita,11.2742344
vasta,11.2743804
anéis,11.2750467
sirva,11.2770540
envia,11.2791323
sofia,11.2835307
grana,11.2849075
farão,11.2865933
curte,11.2877962
criam,11.2882042
russa,11.2894696
serei,11.2905881
terço,11.2911961
pular,11.3014513
durou,11.3024011
farei,11.3040582
usina,11.3114788
penha,11.3168883
barão,11.3203427
cinto,11.3217089
botas,11.3229043
vinil,11.3251174
sobra,11.3272444
sabes,11.3282938
cível,11.3284479
durar,11.3297517
palio,11.3300843
testa,11.3314158
chora,11.3332480
impor,11.3336660
cofre,11.3371111
solta,11.3408346
secar,11.3428026
síria,11.3440584
rival,11.3444535
pedem,11.3460448
carmo,11.3460525
flora,11.3466586
grama,11.3480200
rigor,11.3506412
negou,11.3514966
torta,11.3580964
gerou,11.3583553
vazia,11.3600925
viola,11.3619811
deusa,11.3633139
calmo,11.3643709
palma,11.3660222
avise,11.3683595
bruto,11.3691289
bueno,11.3741038
parei,11.3807825
casou,11.3818486
fecho,11.3827169
grata,11.3844210
sódio,11.3847469
exibe,11.3860503
rodar,11.3878600
queen,11.3882729
olhei,11.3891007
curar,11.3945596
grega,11.4017744
burro,11.4025151
caput,11.4095411
traga,11.4119759
fitas,11.4176482
caldo,11.4182356
mudam,11.4183223
damos,11.4210986
noivo,11.4244260
corsa,11.4261548
sigla,11.4264996
barro,11.4276173
chamo,11.4282238
gozar,11.4302474
duelo,11.4322601
levei,11.4335787
ninja,11.4360612
sexto,11.4400307
vivas,11.4404104
aroma,11.4427054
atrai,11.4442091
signo,11.4442343
skate,11.4446157
corta,11.4464690
latim,11.4492200
tribo,11.4493095
impõe,11.4505460
fadas,11.4505832
vôlei,11.4565134
litro,11.4568502
censo,11.4612158
lotes,11.4615712
fusca,11.4643916
stand,11.4660313
safra,11.4681502
dance,11.4682620
leiam,11.4710323
paiva,11.4728074
gotas,11.4731981
acabo,11.4758955
poste,11.4761000
troco,11.4775959
molde,11.4818613
barba,11.4818980
bucal,11.4837868
praga,11.4849863
trava,11.4855970
ratos,11.4907850
notes,11.4908484
pagou,11.4914486
viria,11.4931281
atuou,11.4941657
servo,11.4947221
blues,11.4950366
vocal,11.5026910
skype,11.5030419
raças,11.5034445
palha,11.5080600
trago,11.5094879
jejum,11.5101336
abrem,11.5106540
cotas,11.5110058
happy,11.5125387
horta,11.5148252
pornô,11.5156889
fauna,11.5163873
verba,11.5174530
gordo,11.5183606
artur,11.5240602
fêmea,11.5246753
chego,11.5252634
bruta,11.5256241
sitio,11.5279390
criei,11.5287502
sábio,11.5306052
weber,11.5316880
trato,11.5320070
ninho,11.5330876
veste,11.5357271
besta,11.5370219
amaro,11.5372117
pagam,11.5373407
folga,11.5378810
versa,11.5392875
pulso,11.5403317
rolar,11.5412104
sauna,11.5421898
avisa,11.5424918
nelas,11.5468504
iriam,11.5473214
andei,11.5474666
nasci,11.5475355
crack,11.5477460
cacau,11.5484914
vilão,11.5511140
forro,11.5517066
brisa,11.5523446
gênio,11.5541127
